MicFileName,ALFileName,VocNum,CallType,IndGood
M3_H_200123_1413_105_Mic.wav,M3_H_200123_1413_105_AL.wav,105,Pi,168
M3_H_200123_1413_106_Mic.wav,M3_H_200123_1413_106_AL.wav,106,Pi,169
F1_D_200123_1413_107_Mic.wav,F1_D_200123_1413_107_AL.wav,107,Un,171
F1_D_200123_1413_108_Mic.wav,F1_D_200123_1413_108_AL.wav,108,Un,172
F1_D_200123_1413_109_Mic.wav,F1_D_200123_1413_109_AL.wav,109,Un,173
F1_D_200123_1413_110_Mic.wav,F1_D_200123_1413_110_AL.wav,110,Un,174
F1_D_200123_1413_111_Mic.wav,F1_D_200123_1413_111_AL.wav,111,Un,175
F1_D_200123_1413_112_Mic.wav,F1_D_200123_1413_112_AL.wav,112,Un,176
F1_D_200123_1413_113_Mic.wav,F1_D_200123_1413_113_AL.wav,113,Un,177
F1_D_200123_1413_114_Mic.wav,F1_D_200123_1413_114_AL.wav,114,Un,178
F1_D_200123_1413_115_Mic.wav,F1_D_200123_1413_115_AL.wav,115,Un,179
F1_D_200123_1413_116_Mic.wav,F1_D_200123_1413_116_AL.wav,116,Un,180
M4_H_200123_1413_117_Mic.wav,M4_H_200123_1413_117_AL.wav,117,Pa,181
F1_D_200123_1413_118_Mic.wav,F1_D_200123_1413_118_AL.wav,118,Un,182
F1_D_200123_1413_119_Mic.wav,F1_D_200123_1413_119_AL.wav,119,Un,183
F1_D_200123_1413_120_Mic.wav,F1_D_200123_1413_120_AL.wav,120,Un,184
F1_D_200123_1413_121_Mic.wav,F1_D_200123_1413_121_AL.wav,121,Un,185
F1_D_200123_1413_122_Mic.wav,F1_D_200123_1413_122_AL.wav,122,Un,186
F1_D_200123_1413_123_Mic.wav,F1_D_200123_1413_123_AL.wav,123,Un,187
M3_H_200123_1413_124_Mic.wav,M3_H_200123_1413_124_AL.wav,124,Pi,188
M3_H_200123_1413_125_Mic.wav,M3_H_200123_1413_125_AL.wav,125,Bu,189
F1_D_200123_1413_126_Mic.wav,F1_D_200123_1413_126_AL.wav,126,Un,191
M3_H_200123_1413_127_Mic.wav,M3_H_200123_1413_127_AL.wav,127,Pi,192
M3_H_200123_1413_128_Mic.wav,M3_H_200123_1413_128_AL.wav,128,Pi,193
M3_H_200123_1413_129_Mic.wav,M3_H_200123_1413_129_AL.wav,129,Pi,194
M3_H_200123_1413_130_Mic.wav,M3_H_200123_1413_130_AL.wav,130,Pi,195
M3_H_200123_1413_131_Mic.wav,M3_H_200123_1413_131_AL.wav,131,Pi,196
M3_H_200123_1413_132_Mic.wav,M3_H_200123_1413_132_AL.wav,132,Pi,197
F5_H_200123_1413_133_Mic.wav,F5_H_200123_1413_133_AL.wav,133,Bu,198
F5_H_200123_1413_134_Mic.wav,F5_H_200123_1413_134_AL.wav,134,Bu,199
M3_H_200123_1413_135_Mic.wav,M3_H_200123_1413_135_AL.wav,135,Un,200
M3_H_200123_1413_136_Mic.wav,M3_H_200123_1413_136_AL.wav,136,Pi,201
M3_H_200123_1413_137_Mic.wav,M3_H_200123_1413_137_AL.wav,137,Pi,202
M3_H_200123_1413_138_Mic.wav,M3_H_200123_1413_138_AL.wav,138,Pi,203
M3_H_200123_1413_139_Mic.wav,M3_H_200123_1413_139_AL.wav,139,Pi,204
M3_H_200123_1413_140_Mic.wav,M3_H_200123_1413_140_AL.wav,140,Pi,205
M3_H_200123_1413_141_Mic.wav,M3_H_200123_1413_141_AL.wav,141,Pi,206
M3_H_200123_1413_142_Mic.wav,M3_H_200123_1413_142_AL.wav,142,Pi,207
M3_H_200123_1413_143_Mic.wav,M3_H_200123_1413_143_AL.wav,143,Pi,208
M3_H_200123_1413_144_Mic.wav,M3_H_200123_1413_144_AL.wav,144,Pi,209
M3_H_200123_1413_145_Mic.wav,M3_H_200123_1413_145_AL.wav,145,Pi,210
M3_H_200123_1413_146_Mic.wav,M3_H_200123_1413_146_AL.wav,146,Pi,211
M3_H_200123_1413_147_Mic.wav,M3_H_200123_1413_147_AL.wav,147,Pi,212
M3_H_200123_1413_148_Mic.wav,M3_H_200123_1413_148_AL.wav,148,Pi,213
M3_H_200123_1413_149_Mic.wav,M3_H_200123_1413_149_AL.wav,149,Pi,214
M3_H_200123_1413_150_Mic.wav,M3_H_200123_1413_150_AL.wav,150,LT,215
F5_H_200123_1413_151_Mic.wav,F5_H_200123_1413_151_AL.wav,151,Bu,216
F5_H_200123_1413_152_Mic.wav,F5_H_200123_1413_152_AL.wav,152,Bu,218
M3_H_200123_1413_153_Mic.wav,M3_H_200123_1413_153_AL.wav,153,Un,220
M3_H_200123_1413_154_Mic.wav,M3_H_200123_1413_154_AL.wav,154,Pi,221
M3_H_200123_1413_155_Mic.wav,M3_H_200123_1413_155_AL.wav,155,Pi,222
M3_H_200123_1413_156_Mic.wav,M3_H_200123_1413_156_AL.wav,156,Pi,223
M3_H_200123_1413_157_Mic.wav,M3_H_200123_1413_157_AL.wav,157,Pi,224
M3_H_200123_1413_158_Mic.wav,M3_H_200123_1413_158_AL.wav,158,Pi,225
F5_H_200123_1413_159_Mic.wav,F5_H_200123_1413_159_AL.wav,159,Bu,226
F5_H_200123_1413_160_Mic.wav,F5_H_200123_1413_160_AL.wav,160,BB,227
M3_H_200123_1413_161_Mic.wav,M3_H_200123_1413_161_AL.wav,161,Pi,228
M3_H_200123_1413_162_Mic.wav,M3_H_200123_1413_162_AL.wav,162,Ch,229
M3_H_200123_1413_163_Mic.wav,M3_H_200123_1413_163_AL.wav,163,Pi,230
M3_H_200123_1413_164_Mic.wav,M3_H_200123_1413_164_AL.wav,164,Pi,231
M1_D_200123_1413_165_Mic.wav,M1_D_200123_1413_165_AL.wav,165,LT,232
M1_D_200123_1413_166_Mic.wav,M1_D_200123_1413_166_AL.wav,166,LT,234
M1_D_200123_1413_167_Mic.wav,M1_D_200123_1413_167_AL.wav,167,LT,235
M1_D_200123_1413_168_Mic.wav,M1_D_200123_1413_168_AL.wav,168,Bu,239
M3_H_200123_1413_169_Mic.wav,M3_H_200123_1413_169_AL.wav,169,Pi,245
M3_H_200123_1413_170_Mic.wav,M3_H_200123_1413_170_AL.wav,170,Pi,246
M3_H_200123_1413_171_Mic.wav,M3_H_200123_1413_171_AL.wav,171,Pi,247
M3_H_200123_1413_172_Mic.wav,M3_H_200123_1413_172_AL.wav,172,Pi,248
M3_H_200123_1413_173_Mic.wav,M3_H_200123_1413_173_AL.wav,173,Pi,249
M2_D_200123_1413_174_Mic.wav,M2_D_200123_1413_174_AL.wav,174,LT,250
M3_H_200123_1413_175_Mic.wav,M3_H_200123_1413_175_AL.wav,175,Pi,251
M3_H_200123_1413_176_Mic.wav,M3_H_200123_1413_176_AL.wav,176,Pi,252
M3_H_200123_1413_177_Mic.wav,M3_H_200123_1413_177_AL.wav,177,Pi,253
M3_H_200123_1413_178_Mic.wav,M3_H_200123_1413_178_AL.wav,178,Pi,256
M3_H_200123_1413_179_Mic.wav,M3_H_200123_1413_179_AL.wav,179,Pi,260
F5_H_200123_1413_180_Mic.wav,F5_H_200123_1413_180_AL.wav,180,Bu,261
M2_D_200123_1413_181_Mic.wav,M2_D_200123_1413_181_AL.wav,181,Pi,262
M3_H_200123_1413_182_Mic.wav,M3_H_200123_1413_182_AL.wav,182,Pi,263
M3_H_200123_1413_183_Mic.wav,M3_H_200123_1413_183_AL.wav,183,Pi,264
F3_D_200123_1413_184_Mic.wav,F3_D_200123_1413_184_AL.wav,184,Pi,265
M3_H_200123_1413_185_Mic.wav,M3_H_200123_1413_185_AL.wav,185,Pi,266
M3_H_200123_1413_186_Mic.wav,M3_H_200123_1413_186_AL.wav,186,Pi,269
M3_H_200123_1413_187_Mic.wav,M3_H_200123_1413_187_AL.wav,187,Pi,270
M4_H_200123_1413_188_Mic.wav,M4_H_200123_1413_188_AL.wav,188,Pa,272
M4_H_200123_1413_189_Mic.wav,M4_H_200123_1413_189_AL.wav,189,Pa,273
F4_H_200123_1413_190_Mic.wav,F4_H_200123_1413_190_AL.wav,190,Pa,274
M3_H_200123_1413_191_Mic.wav,M3_H_200123_1413_191_AL.wav,191,Ba,275
M3_H_200123_1413_192_Mic.wav,M3_H_200123_1413_192_AL.wav,192,Pi,277
M3_H_200123_1413_193_Mic.wav,M3_H_200123_1413_193_AL.wav,193,BB,278
F4_H_200123_1413_194_Mic.wav,F4_H_200123_1413_194_AL.wav,194,Un,279
M4_H_200123_1413_195_Mic.wav,M4_H_200123_1413_195_AL.wav,195,Pi,280
F4_H_200123_1413_196_Mic.wav,F4_H_200123_1413_196_AL.wav,196,Ba,281
F4_H_200123_1413_197_Mic.wav,F4_H_200123_1413_197_AL.wav,197,Ba,286
F4_H_200123_1413_198_Mic.wav,F4_H_200123_1413_198_AL.wav,198,BB,289
F4_H_200123_1413_199_Mic.wav,F4_H_200123_1413_199_AL.wav,199,Bu,300
F4_H_200123_1413_200_Mic.wav,F4_H_200123_1413_200_AL.wav,200,Bu,301
M4_H_200123_1413_201_Mic.wav,M4_H_200123_1413_201_AL.wav,201,Un,303
M3_H_200123_1413_202_Mic.wav,M3_H_200123_1413_202_AL.wav,202,Bu,304
F6_H_200123_1413_203_Mic.wav,F6_H_200123_1413_203_AL.wav,203,BB,305
F6_H_200123_1413_204_Mic.wav,F6_H_200123_1413_204_AL.wav,204,LT,308
F3_D_200123_1413_205_Mic.wav,F3_D_200123_1413_205_AL.wav,205,Sq,309
F6_H_200123_1413_206_Mic.wav,F6_H_200123_1413_206_AL.wav,206,BB,311
F3_D_200123_1413_207_Mic.wav,F3_D_200123_1413_207_AL.wav,207,Ra,313
M2_D_200123_1413_208_Mic.wav,M2_D_200123_1413_208_AL.wav,208,Pi,314
F1_D_200123_1413_209_Mic.wav,F1_D_200123_1413_209_AL.wav,209,Pi,315
F3_D_200123_1413_210_Mic.wav,F3_D_200123_1413_210_AL.wav,210,Ra,316
F1_D_200123_1413_211_Mic.wav,F1_D_200123_1413_211_AL.wav,211,Bu,317
F1_D_200123_1413_212_Mic.wav,F1_D_200123_1413_212_AL.wav,212,BB,318
F3_D_200123_1413_213_Mic.wav,F3_D_200123_1413_213_AL.wav,213,Bu,319
F3_D_200123_1413_214_Mic.wav,F3_D_200123_1413_214_AL.wav,214,Sq,330
F6_H_200123_1413_215_Mic.wav,F6_H_200123_1413_215_AL.wav,215,LT,341
M2_D_200123_1413_216_Mic.wav,M2_D_200123_1413_216_AL.wav,216,Pi,342
F5_H_200123_1413_217_Mic.wav,F5_H_200123_1413_217_AL.wav,217,Bu,343
F5_H_200123_1413_218_Mic.wav,F5_H_200123_1413_218_AL.wav,218,Bu,345
M4_H_200123_1413_219_Mic.wav,M4_H_200123_1413_219_AL.wav,219,Sq,346
M2_D_200123_1413_220_Mic.wav,M2_D_200123_1413_220_AL.wav,220,Pa,347
F1_D_200123_1413_221_Mic.wav,F1_D_200123_1413_221_AL.wav,221,Bu,348
M2_D_200123_1413_222_Mic.wav,M2_D_200123_1413_222_AL.wav,222,Ch,349
M2_D_200123_1413_223_Mic.wav,M2_D_200123_1413_223_AL.wav,223,Pi,353
F4_H_200123_1413_224_Mic.wav,F4_H_200123_1413_224_AL.wav,224,Bu,354
F4_H_200123_1413_225_Mic.wav,F4_H_200123_1413_225_AL.wav,225,BB,355
F4_H_200123_1413_226_Mic.wav,F4_H_200123_1413_226_AL.wav,226,Pa,357
F4_H_200123_1413_227_Mic.wav,F4_H_200123_1413_227_AL.wav,227,Pa,358
M2_D_200123_1413_228_Mic.wav,M2_D_200123_1413_228_AL.wav,228,Pi,359
M2_D_200123_1413_229_Mic.wav,M2_D_200123_1413_229_AL.wav,229,Pi,360
F6_H_200123_1413_230_Mic.wav,F6_H_200123_1413_230_AL.wav,230,BB,361
F3_D_200123_1413_231_Mic.wav,F3_D_200123_1413_231_AL.wav,231,Bu,365
M2_D_200123_1413_232_Mic.wav,M2_D_200123_1413_232_AL.wav,232,Un,366
M2_D_200123_1413_233_Mic.wav,M2_D_200123_1413_233_AL.wav,233,Pa,367
F3_D_200123_1413_234_Mic.wav,F3_D_200123_1413_234_AL.wav,234,Ba,368
M4_H_200123_1413_235_Mic.wav,M4_H_200123_1413_235_AL.wav,235,Un,373
F6_H_200123_1413_236_Mic.wav,F6_H_200123_1413_236_AL.wav,236,Ra,374
M2_D_200123_1413_237_Mic.wav,M2_D_200123_1413_237_AL.wav,237,Un,375
M2_D_200123_1413_238_Mic.wav,M2_D_200123_1413_238_AL.wav,238,Bu,376
F4_H_200123_1413_239_Mic.wav,F4_H_200123_1413_239_AL.wav,239,Ba,377
M3_H_200123_1413_240_Mic.wav,M3_H_200123_1413_240_AL.wav,240,Pi,383
F2_D_200123_1413_241_Mic.wav,F2_D_200123_1413_241_AL.wav,241,Un,384
F3_D_200123_1413_242_Mic.wav,F3_D_200123_1413_242_AL.wav,242,Sq,385
F3_D_200123_1413_243_Mic.wav,F3_D_200123_1413_243_AL.wav,243,Bu,388
F3_D_200123_1413_244_Mic.wav,F3_D_200123_1413_244_AL.wav,244,Sq,395
F2_D_200123_1413_245_Mic.wav,F2_D_200123_1413_245_AL.wav,245,Pi,398
F3_D_200123_1413_246_Mic.wav,F3_D_200123_1413_246_AL.wav,246,BB,399
F3_D_200123_1413_247_Mic.wav,F3_D_200123_1413_247_AL.wav,247,BB,401
F3_D_200123_1413_248_Mic.wav,F3_D_200123_1413_248_AL.wav,248,Sq,403
M4_H_200123_1413_249_Mic.wav,M4_H_200123_1413_249_AL.wav,249,Pi,404
M4_H_200123_1413_250_Mic.wav,M4_H_200123_1413_250_AL.wav,250,Pa,405
M4_H_200123_1413_251_Mic.wav,M4_H_200123_1413_251_AL.wav,251,Pa,406
M4_H_200123_1413_252_Mic.wav,M4_H_200123_1413_252_AL.wav,252,Pa,407
F2_D_200123_1413_253_Mic.wav,F2_D_200123_1413_253_AL.wav,253,Pi,408
F1_D_200123_1413_254_Mic.wav,F1_D_200123_1413_254_AL.wav,254,Sq,409
F1_D_200123_1413_255_Mic.wav,F1_D_200123_1413_255_AL.wav,255,BB,413
F1_D_200123_1413_256_Mic.wav,F1_D_200123_1413_256_AL.wav,256,Bu,415
F1_D_200123_1413_257_Mic.wav,F1_D_200123_1413_257_AL.wav,257,BB,416
F1_D_200123_1413_258_Mic.wav,F1_D_200123_1413_258_AL.wav,258,BB,418
F1_D_200123_1413_259_Mic.wav,F1_D_200123_1413_259_AL.wav,259,Bu,419
F1_D_200123_1413_260_Mic.wav,F1_D_200123_1413_260_AL.wav,260,BB,422
F1_D_200123_1413_261_Mic.wav,F1_D_200123_1413_261_AL.wav,261,BB,423
F1_D_200123_1413_262_Mic.wav,F1_D_200123_1413_262_AL.wav,262,Sq,424
F1_D_200123_1413_263_Mic.wav,F1_D_200123_1413_263_AL.wav,263,LT,428
M3_H_200123_1413_264_Mic.wav,M3_H_200123_1413_264_AL.wav,264,Pi,429
F1_D_200123_1413_265_Mic.wav,F1_D_200123_1413_265_AL.wav,265,Bu,430
F1_D_200123_1413_266_Mic.wav,F1_D_200123_1413_266_AL.wav,266,Bu,433
F1_D_200123_1413_267_Mic.wav,F1_D_200123_1413_267_AL.wav,267,Bu,435
F1_D_200123_1413_268_Mic.wav,F1_D_200123_1413_268_AL.wav,268,Sq,441
F2_D_200123_1413_269_Mic.wav,F2_D_200123_1413_269_AL.wav,269,Un,446
M3_H_200123_1413_270_Mic.wav,M3_H_200123_1413_270_AL.wav,270,Pi,447
F2_D_200123_1413_271_Mic.wav,F2_D_200123_1413_271_AL.wav,271,BB,448
F2_D_200123_1413_272_Mic.wav,F2_D_200123_1413_272_AL.wav,272,Un,449
F3_D_200123_1413_273_Mic.wav,F3_D_200123_1413_273_AL.wav,273,BB,450
M4_H_200123_1413_274_Mic.wav,M4_H_200123_1413_274_AL.wav,274,BB,451
F5_H_200123_1413_275_Mic.wav,F5_H_200123_1413_275_AL.wav,275,Bu,455
M4_H_200123_1413_276_Mic.wav,M4_H_200123_1413_276_AL.wav,276,Bu,457
M4_H_200123_1413_277_Mic.wav,M4_H_200123_1413_277_AL.wav,277,Bu,460
M4_H_200123_1413_278_Mic.wav,M4_H_200123_1413_278_AL.wav,278,LT,465
M4_H_200123_1413_279_Mic.wav,M4_H_200123_1413_279_AL.wav,279,Pi,467
M4_H_200123_1413_280_Mic.wav,M4_H_200123_1413_280_AL.wav,280,Bu,471
M3_H_200123_1413_281_Mic.wav,M3_H_200123_1413_281_AL.wav,281,Pi,472
M3_H_200123_1413_282_Mic.wav,M3_H_200123_1413_282_AL.wav,282,Un,473
M3_H_200123_1413_283_Mic.wav,M3_H_200123_1413_283_AL.wav,283,Pi,474
M4_H_200123_1413_284_Mic.wav,M4_H_200123_1413_284_AL.wav,284,Pi,475
M4_H_200123_1413_285_Mic.wav,M4_H_200123_1413_285_AL.wav,285,Pi,476
M3_H_200123_1413_286_Mic.wav,M3_H_200123_1413_286_AL.wav,286,Pi,477
M3_H_200123_1413_287_Mic.wav,M3_H_200123_1413_287_AL.wav,287,Pi,478
M3_H_200123_1413_288_Mic.wav,M3_H_200123_1413_288_AL.wav,288,Pi,479
M3_H_200123_1413_289_Mic.wav,M3_H_200123_1413_289_AL.wav,289,Un,480
F5_H_200123_1413_290_Mic.wav,F5_H_200123_1413_290_AL.wav,290,Bu,481
M3_H_200123_1413_291_Mic.wav,M3_H_200123_1413_291_AL.wav,291,Pi,482
M3_H_200123_1413_292_Mic.wav,M3_H_200123_1413_292_AL.wav,292,Pi,484
F3_D_200123_1413_293_Mic.wav,F3_D_200123_1413_293_AL.wav,293,Pi,485
F1_D_200123_1413_294_Mic.wav,F1_D_200123_1413_294_AL.wav,294,Bu,488
M4_H_200123_1413_295_Mic.wav,M4_H_200123_1413_295_AL.wav,295,Un,492
M4_H_200123_1413_296_Mic.wav,M4_H_200123_1413_296_AL.wav,296,Pi,495
M3_H_200123_1413_297_Mic.wav,M3_H_200123_1413_297_AL.wav,297,Pi,496
M3_H_200123_1413_298_Mic.wav,M3_H_200123_1413_298_AL.wav,298,Pi,497
